scaling,rep,omega,treelen
neutral,46,1.7,1.20439359816
yang,47,1.7,0.835188568483
neutral,47,1.7,1.17663800272
yang,48,1.7,0.734996376016
neutral,48,1.7,1.30515356529
yang,49,1.7,0.771558390725
neutral,49,1.7,1.31189082485
yang,0,1.8,0.83500819161
neutral,0,1.8,1.18938251422
yang,1,1.8,0.818983013543
neutral,1,1.8,1.27383342248
yang,2,1.8,0.777400219475
neutral,2,1.8,1.30925469529
yang,3,1.8,0.843117673424
neutral,3,1.8,1.26584576799
yang,4,1.8,0.776022047689
neutral,4,1.8,1.23000966159
yang,5,1.8,0.757975943186
neutral,5,1.8,1.23748049084
yang,6,1.8,0.82698365655
neutral,6,1.8,1.29381117716
yang,7,1.8,0.797808828256
neutral,7,1.8,1.32418971547
yang,8,1.8,0.823686383312
neutral,8,1.8,1.24308187073
yang,9,1.8,0.754917376154
neutral,9,1.8,1.3261395428
yang,10,1.8,0.824665341937
neutral,10,1.8,1.28194336444
yang,11,1.8,0.843251285317
neutral,11,1.8,1.2649160318
yang,12,1.8,0.849423346254
neutral,12,1.8,1.22315056718
yang,13,1.8,0.832349714556
neutral,13,1.8,1.26088356869
yang,14,1.8,0.798705093514
neutral,14,1.8,1.25704086118
yang,15,1.8,0.785388309481
neutral,15,1.8,1.34350042311
yang,16,1.8,0.812073955638
neutral,16,1.8,1.40174484288
yang,17,1.8,0.776257189147
neutral,17,1.8,1.32509457571
yang,18,1.8,0.76319295594
neutral,18,1.8,1.30356298174
yang,19,1.8,0.819167204881
neutral,19,1.8,1.35221777124
yang,20,1.8,0.786608821311
neutral,20,1.8,1.18606419634
yang,21,1.8,0.81596904751
neutral,21,1.8,1.26561252706
yang,22,1.8,0.810518287691
neutral,22,1.8,1.32698141607
yang,23,1.8,0.811942380704
neutral,23,1.8,1.31170596318
yang,24,1.8,0.826268241138
neutral,24,1.8,1.13382774899
yang,25,1.8,0.741191712984
neutral,25,1.8,1.35557144196
yang,26,1.8,0.81319488162
neutral,26,1.8,1.34252684268
yang,27,1.8,0.787942824318
neutral,27,1.8,1.23754240703
yang,28,1.8,0.783743302196
neutral,28,1.8,1.29421965623
yang,29,1.8,0.798245826544
neutral,29,1.8,1.2195421139
yang,30,1.8,0.68708977209
neutral,30,1.8,1.31503741355
yang,31,1.8,0.80322468115
neutral,31,1.8,1.23113144896
yang,32,1.8,0.800007950396
neutral,32,1.8,1.25350892534
yang,33,1.8,0.810690845319
neutral,33,1.8,1.32011555986
yang,34,1.8,0.816520252646
neutral,34,1.8,1.32722229171
yang,35,1.8,0.773172062764
neutral,35,1.8,1.33608844204
yang,36,1.8,0.773853605552
neutral,36,1.8,1.34857404154
yang,37,1.8,0.688480129685
neutral,37,1.8,1.31060305089
yang,38,1.8,0.749291246009
neutral,38,1.8,1.19220374886
yang,39,1.8,0.833184741279
neutral,39,1.8,1.24700997876
yang,40,1.8,0.831154581324
neutral,40,1.8,1.35266028491
yang,41,1.8,0.847381611288
neutral,41,1.8,1.29612742043
yang,42,1.8,0.799256570012
neutral,42,1.8,1.23817449285
yang,43,1.8,0.753372926889
neutral,43,1.8,1.32536757909
yang,44,1.8,0.83276669351
neutral,44,1.8,1.35093321721
yang,45,1.8,0.805337011606
neutral,45,1.8,1.22172342548
yang,46,1.8,0.878789432017
neutral,46,1.8,1.26998807293
yang,47,1.8,0.84070069164
neutral,47,1.8,1.27469023433
yang,48,1.8,0.795238245068
neutral,48,1.8,1.30123121529
yang,49,1.8,0.832552645997
neutral,49,1.8,1.26226416655
yang,0,1.9,0.808509713998
neutral,0,1.9,1.28993259716
yang,1,1.9,0.808594091402
neutral,1,1.9,1.34580675944
yang,2,1.9,0.773158837051
neutral,2,1.9,1.28037984973
yang,3,1.9,0.798282474963
neutral,3,1.9,1.35467309778
yang,4,1.9,0.80039831741
neutral,4,1.9,1.2944255561
yang,5,1.9,0.854262890166
neutral,5,1.9,1.22303340009
yang,6,1.9,0.854007593094
neutral,6,1.9,1.30600345841
yang,7,1.9,0.782436473618
neutral,7,1.9,1.35423792271
yang,8,1.9,0.768856956315
neutral,8,1.9,1.39302268873
yang,9,1.9,0.796353728652
neutral,9,1.9,1.31265948546
yang,10,1.9,0.745400960483
neutral,10,1.9,1.41070892611
yang,11,1.9,0.768913581703
neutral,11,1.9,1.38021291334
yang,12,1.9,0.82676034588
neutral,12,1.9,1.31846817906
yang,13,1.9,0.790270056711
neutral,13,1.9,1.39572581315
yang,14,1.9,0.832461924214
neutral,14,1.9,1.31318344124
yang,15,1.9,0.811320564302
neutral,15,1.9,1.365338517
yang,16,1.9,0.811801013325
neutral,16,1.9,1.34799436506
yang,17,1.9,0.782343384703
neutral,17,1.9,1.30031220382
yang,18,1.9,0.809960141669
neutral,18,1.9,1.33753182656
yang,19,1.9,0.846240238796
neutral,19,1.9,1.29958648716
yang,20,1.9,0.864465245251
neutral,20,1.9,1.42025418056
yang,21,1.9,0.778328046984
neutral,21,1.9,1.30368678581
yang,22,1.9,0.802689788221
neutral,22,1.9,1.40248406681
yang,23,1.9,0.803882041172
neutral,23,1.9,1.38619139887
yang,24,1.9,0.821734058913
neutral,24,1.9,1.38600542538
yang,25,1.9,0.765394998302
neutral,25,1.9,1.31005035497
yang,26,1.9,0.803999684269
neutral,26,1.9,1.23193756389
yang,27,1.9,0.815169316223
neutral,27,1.9,1.39725604556
yang,28,1.9,0.786639392336
neutral,28,1.9,1.34845772132
yang,29,1.9,0.794133832003
neutral,29,1.9,1.32728577054
yang,30,1.9,0.808870751872
neutral,30,1.9,1.32142087011
yang,31,1.9,0.824424336657
neutral,31,1.9,1.34082180368
yang,32,1.9,0.745473972077
neutral,32,1.9,1.45004659848
yang,33,1.9,0.806082549516
neutral,33,1.9,1.30220398954
yang,34,1.9,0.804632563724
neutral,34,1.9,1.37637625595
yang,35,1.9,0.752074289824
neutral,35,1.9,1.4306310874
yang,36,1.9,0.805023453213
neutral,36,1.9,1.41152580922
yang,37,1.9,0.811583295524
neutral,37,1.9,1.38932057959
yang,38,1.9,0.761366972916
neutral,38,1.9,1.32848397655
yang,39,1.9,0.801435372496
neutral,39,1.9,1.27014815183
yang,40,1.9,0.792259245668
neutral,40,1.9,1.41459241609
yang,41,1.9,0.779903699002
neutral,41,1.9,1.28562409615
yang,42,1.9,0.814018588985
neutral,42,1.9,1.28766085144
yang,43,1.9,0.792329306715
neutral,43,1.9,1.39454101255
yang,44,1.9,0.818185725162
neutral,44,1.9,1.34592084011
yang,45,1.9,0.815723547666
neutral,45,1.9,1.3030669051
yang,46,1.9,0.781314656041
neutral,46,1.9,1.36504476407
yang,47,1.9,0.797853522701
neutral,47,1.9,1.29524834347
yang,48,1.9,0.844737406129
neutral,48,1.9,1.38429013884
yang,49,1.9,0.777464844229
neutral,49,1.9,1.26599345701
yang,0,2.0,0.786867705019
neutral,0,2.0,1.37850170353
yang,1,2.0,0.805005182916
neutral,1,2.0,1.49875164633
yang,2,2.0,0.843974250436
neutral,2,2.0,1.46825757081
yang,3,2.0,0.761212566275
neutral,3,2.0,1.46041950231
yang,4,2.0,0.744104804557
neutral,4,2.0,1.39209991569
yang,5,2.0,0.760002462942
neutral,5,2.0,1.41985565203
yang,6,2.0,0.765501696246
neutral,6,2.0,1.41377118766
yang,7,2.0,0.811750335347
neutral,7,2.0,1.44537039245
yang,8,2.0,0.793760327214
neutral,8,2.0,1.34575827978
yang,9,2.0,0.847544202356
neutral,9,2.0,1.44007440819
yang,10,2.0,0.845428819697
neutral,10,2.0,1.37753917984
yang,11,2.0,0.808649722869
neutral,11,2.0,1.35379887459
yang,12,2.0,0.856277628807
neutral,12,2.0,1.31441151594
yang,13,2.0,0.82635420131
neutral,13,2.0,1.41860545825
yang,14,2.0,0.805916173084
neutral,14,2.0,1.36396791651
yang,15,2.0,0.79560731763
neutral,15,2.0,1.47463646568
yang,16,2.0,0.78292085754
neutral,16,2.0,1.47247963876
yang,17,2.0,0.862108370949
neutral,17,2.0,1.36651700529
yang,18,2.0,0.744363464055
neutral,18,2.0,1.35221760164
yang,19,2.0,0.887762321719
neutral,19,2.0,1.42610312468
yang,20,2.0,0.864877961772
neutral,20,2.0,1.3607842081
yang,21,2.0,0.755792793849
neutral,21,2.0,1.47620919049
yang,22,2.0,0.797260185941
neutral,22,2.0,1.46765802592
yang,23,2.0,0.839493879532
neutral,23,2.0,1.42253408838
yang,24,2.0,0.848599120302
neutral,24,2.0,1.38655844132
yang,25,2.0,0.771615576146
neutral,25,2.0,1.44147872705
yang,26,2.0,0.794505296286
neutral,26,2.0,1.43762267971
yang,27,2.0,0.76828001186
neutral,27,2.0,1.45690801697
yang,28,2.0,0.859262031631
neutral,28,2.0,1.409937273
yang,29,2.0,0.852374438923
neutral,29,2.0,1.34525575487
yang,30,2.0,0.853508994298
neutral,30,2.0,1.37810614228
yang,31,2.0,0.813932837242
neutral,31,2.0,1.38420952106
yang,32,2.0,0.866498199223
neutral,32,2.0,1.44457890156
yang,33,2.0,0.791416781581
neutral,33,2.0,1.36571565164
yang,34,2.0,0.78743175212
neutral,34,2.0,1.46284510683
yang,35,2.0,0.825180282267
neutral,35,2.0,1.40360631751
yang,36,2.0,0.833925075774
neutral,36,2.0,1.44531286014
yang,37,2.0,0.829131348036
neutral,37,2.0,1.3694159437
yang,38,2.0,0.819576615005
neutral,38,2.0,1.44264287704
yang,39,2.0,0.800838752487
neutral,39,2.0,1.37546981243
yang,40,2.0,0.829861973993
neutral,40,2.0,1.36077254531
yang,41,2.0,0.779253192656
neutral,41,2.0,1.46862499165
yang,42,2.0,0.864097087549
neutral,42,2.0,1.43648210998
yang,43,2.0,0.852244982296
neutral,43,2.0,1.49393039017
yang,44,2.0,0.740290678473
neutral,44,2.0,1.43328485937
yang,45,2.0,0.839415960225
neutral,45,2.0,1.36470222567
yang,46,2.0,0.760434437363
neutral,46,2.0,1.37015604129
yang,47,2.0,0.865146828405
neutral,47,2.0,1.42242759263
yang,48,2.0,0.883483975416
neutral,48,2.0,1.30100681992
yang,49,2.0,0.759584321524
neutral,49,2.0,1.46268409245
